,metric
2019-12-07 01:14:00,50.6025484563432
2019-12-07 01:15:00,44.381904509504146
2019-12-07 01:16:00,45.950906660653686
2019-12-07 01:17:00,40.80268198850503
2019-12-07 01:18:00,43.57781333825521
2019-12-07 01:19:00,39.25762048134208
2019-12-07 01:20:00,41.94690960711608
2019-12-07 01:21:00,41.14044679894347
2019-12-07 01:22:00,35.86662494084322
2019-12-07 01:23:00,39.90994824293336
2019-12-07 01:24:00,39.274311465312806
2019-12-07 01:25:00,37.85646574119348
2019-12-07 01:26:00,37.20107731312916
2019-12-07 01:27:00,36.056567269646145
2019-12-07 01:28:00,34.84234835041802
2019-12-07 01:29:00,33.60109760161214
2019-12-07 01:30:00,32.58809598852366
2019-12-07 01:31:00,36.73832791421401
2019-12-07 01:32:00,39.753146853924335
2019-12-07 01:33:00,36.21285996632872
2019-12-07 01:34:00,39.897205496984405
2019-12-07 01:35:00,36.70603486806243
2019-12-07 01:36:00,36.93128640188409
2019-12-07 01:37:00,38.0079151879752
2019-12-07 01:38:00,38.37997177820577
2019-12-07 01:39:00,34.57569692955446
2019-12-07 01:40:00,37.040697588478075
2019-12-07 01:41:00,39.12747798634527
2019-12-07 01:42:00,36.45336905189823
2019-12-07 01:43:00,43.49996788961106
2019-12-07 01:44:00,43.968889332550454
2019-12-07 01:45:00,44.61631379664336
2019-12-07 01:46:00,46.81485560229754
2019-12-07 01:47:00,47.62776118941212
2019-12-07 01:48:00,49.21806928521547
2019-12-07 01:49:00,48.02850497788326
2019-12-07 01:50:00,47.84054971903303
2019-12-07 01:51:00,51.42361222046424
2019-12-07 01:52:00,51.152569800113156
2019-12-07 01:53:00,50.52803287014165
2019-12-07 01:54:00,52.552409347980074
2019-12-07 01:55:00,51.45795391830668
2019-12-07 01:56:00,57.18900854351314
2019-12-07 01:57:00,56.386781317033176
2019-12-07 01:58:00,51.083837531584265
2019-12-07 01:59:00,54.73039737602001
2019-12-07 02:00:00,51.918767950894775
2019-12-07 02:01:00,59.093427936964275
2019-12-07 02:02:00,52.206001310093434
2019-12-07 02:03:00,51.83898936405369
2019-12-07 02:04:00,53.52257426137064
2019-12-07 02:05:00,50.441866203103416
2019-12-07 02:06:00,54.81467621967718
2019-12-07 02:07:00,51.96120482807507
2019-12-07 02:08:00,53.039195411520026
2019-12-07 02:09:00,51.96938623970041
2019-12-07 02:10:00,46.55455923783366
2019-12-07 02:11:00,46.21222804641612
2019-12-07 02:12:00,50.19252517279811
2019-12-07 02:13:00,48.471217918830455
2019-12-07 02:14:00,43.098825072051305
2019-12-07 02:15:00,44.16880299858306
2019-12-07 02:16:00,40.43482967947123
2019-12-07 02:17:00,42.63243492827989
2019-12-07 02:18:00,42.910777976864956
2019-12-07 02:19:00,41.32601953839189
2019-12-07 02:20:00,36.73658082496162
2019-12-07 02:21:00,37.485146820645525
2019-12-07 02:22:00,39.559252607327394
2019-12-07 02:23:00,36.223758167302314
2019-12-07 02:24:00,40.8662530025598
2019-12-07 02:25:00,35.31340463563506
2019-12-07 02:26:00,34.75007458996694
2019-12-07 02:27:00,36.526367292119986
2019-12-07 02:28:00,35.38583438364661
2019-12-07 02:29:00,34.30308213869526
2019-12-07 02:30:00,39.597307881427355
2019-12-07 02:31:00,34.669580894718536
2019-12-07 02:32:00,35.93259873671438
2019-12-07 02:33:00,36.506641143928846
2019-12-07 02:34:00,35.36033790576382
2019-12-07 02:35:00,34.40451680024683
2019-12-07 02:36:00,40.49058130957474
2019-12-07 02:37:00,36.5556984598885
2019-12-07 02:38:00,40.93737329931744
2019-12-07 02:39:00,39.09096449352008
2019-12-07 02:40:00,40.43220267341578
2019-12-07 02:41:00,40.31360398318566
2019-12-07 02:42:00,43.90612437538395
2019-12-07 02:43:00,40.21445554098742
2019-12-07 02:44:00,48.35319119353466
2019-12-07 02:45:00,42.27179444202749
2019-12-07 02:46:00,45.8104969107054
2019-12-07 02:47:00,48.482055062655306
2019-12-07 02:48:00,43.55295589908828
2019-12-07 02:49:00,48.37425215946511
2019-12-07 02:50:00,50.03543226090946
2019-12-07 02:51:00,46.863533409962976
2019-12-07 02:52:00,51.4447816188909
2019-12-07 02:53:00,50.53015652950554
2019-12-07 02:54:00,52.03093096590618
2019-12-07 02:55:00,56.98054729950818
2019-12-07 02:56:00,54.06266227570817
2019-12-07 02:57:00,53.967309194485026
2019-12-07 02:58:00,53.1683673283187
2019-12-07 02:59:00,51.2829941264804
2019-12-07 03:00:00,52.97114021726243
2019-12-07 03:01:00,53.567879759993474
2019-12-07 03:02:00,54.844760440843956
2019-12-07 03:03:00,50.84524747126886
2019-12-07 03:04:00,55.47381577038045
2019-12-07 03:05:00,51.83943064314578
2019-12-07 03:06:00,50.50783026719662
2019-12-07 03:07:00,49.81724975782966
2019-12-07 03:08:00,51.72399033803642
2019-12-07 03:09:00,50.32173450502982
2019-12-07 03:10:00,52.10198717101353
2019-12-07 03:11:00,48.62614875767929
2019-12-07 03:12:00,48.94105396589629
2019-12-07 03:13:00,49.722091131167076
2019-12-07 03:14:00,43.62148929490529
2019-12-07 03:15:00,44.7816791878427
2019-12-07 03:16:00,42.100436891097004
2019-12-07 03:17:00,43.451195353169005
2019-12-07 03:18:00,39.21670057696893
2019-12-07 03:19:00,42.619000115305084
2019-12-07 03:20:00,39.775513743845075
2019-12-07 03:21:00,35.95260583170527
2019-12-07 03:22:00,38.18404653872076
2019-12-07 03:23:00,35.225871168696855
2019-12-07 03:24:00,35.9202182126053
2019-12-07 03:25:00,37.616693653288294
2019-12-07 03:26:00,37.75853695615044
2019-12-07 03:27:00,30.529217705333853
2019-12-07 03:28:00,34.57675484045465
2019-12-07 03:29:00,33.321829133447274
2019-12-07 03:30:00,35.05473826564883
2019-12-07 03:31:00,33.25139423250451
2019-12-07 03:32:00,34.95418459483537
2019-12-07 03:33:00,32.10714134219424
2019-12-07 03:34:00,35.815413049953015
2019-12-07 03:35:00,34.04343921450887
2019-12-07 03:36:00,36.930247897008634
2019-12-07 03:37:00,35.94763193666
2019-12-07 03:38:00,39.23216417439321
2019-12-07 03:39:00,40.87707262147461
2019-12-07 03:40:00,37.12612457014818
2019-12-07 03:41:00,46.330454296958635
2019-12-07 03:42:00,41.18287723854384
2019-12-07 03:43:00,42.08782403928623
2019-12-07 03:44:00,41.84397254552932
2019-12-07 03:45:00,40.667355489307276
2019-12-07 03:46:00,43.30025562931753
2019-12-07 03:47:00,45.363342541491626
2019-12-07 03:48:00,48.489252189317185
2019-12-07 03:49:00,45.566608046047456
2019-12-07 03:50:00,46.24421895410194
2019-12-07 03:51:00,48.750635834229364
2019-12-07 03:52:00,48.809772321686594
2019-12-07 03:53:00,48.93437621043539
2019-12-07 03:54:00,51.4597932021843
2019-12-07 03:55:00,50.79448126035257
2019-12-07 03:56:00,54.267777572631864
2019-12-07 03:57:00,54.854106597600506
2019-12-07 03:58:00,48.46168601062747
2019-12-07 03:59:00,52.30365872453365
2019-12-07 04:00:00,52.67194919464789
2019-12-07 04:01:00,55.43316118072982
2019-12-07 04:02:00,51.7462921905434
2019-12-07 04:03:00,51.483453717554134
2019-12-07 04:04:00,54.29491487702798
2019-12-07 04:05:00,53.61993794815013
2019-12-07 04:06:00,52.32103567738622
2019-12-07 04:07:00,47.43219037877138
2019-12-07 04:08:00,52.294615535755355
2019-12-07 04:09:00,48.09007336470174
2019-12-07 04:10:00,46.797705264768126
2019-12-07 04:11:00,47.52069842132337
2019-12-07 04:12:00,48.51084292147555
2019-12-07 04:13:00,45.04968044241756
2019-12-07 04:14:00,43.45799999213885
2019-12-07 04:15:00,44.14639939314362
2019-12-07 04:16:00,46.04873893751119
2019-12-07 04:17:00,38.53746178054914
2019-12-07 04:18:00,39.64031182375102
2019-12-07 04:19:00,43.54553073288959
2019-12-07 04:20:00,38.373863497517384
2019-12-07 04:21:00,32.513664558694174
2019-12-07 04:22:00,37.554904063729786
2019-12-07 04:23:00,27.208823472386847
2019-12-07 04:24:00,25.176030588815703
2019-12-07 04:25:00,28.271002336390907
2019-12-07 04:26:00,26.38646199114868
2019-12-07 04:27:00,25.195420156805636
2019-12-07 04:28:00,24.92671914637535
2019-12-07 04:29:00,27.646248803332966
2019-12-07 04:30:00,26.050383806549085
2019-12-07 04:31:00,29.03507225670851
2019-12-07 04:32:00,26.739222301347468
2019-12-07 04:33:00,20.005402342328885
2019-12-07 04:34:00,23.084665486042674
2019-12-07 04:35:00,23.897751973133744
2019-12-07 04:36:00,17.8175125855179
2019-12-07 04:37:00,24.518408662803914
2019-12-07 04:38:00,23.179638259754597
2019-12-07 04:39:00,25.51082282254304
2019-12-07 04:40:00,26.38600137640553
2019-12-07 04:41:00,31.818003894731838
2019-12-07 04:42:00,31.438172233459724
2019-12-07 04:43:00,53.92814016981324
2019-12-07 04:44:00,52.28724949317123
2019-12-07 04:45:00,52.889817017513074
2019-12-07 04:46:00,55.196206271310935
2019-12-07 04:47:00,57.59742833728591
2019-12-07 04:48:00,57.049777004858825
2019-12-07 04:49:00,56.82120928933762
2019-12-07 04:50:00,62.551963047111535
2019-12-07 04:51:00,58.047955604076705
2019-12-07 04:52:00,62.51608499633152
2019-12-07 04:53:00,53.50112006106401
2019-12-07 04:54:00,56.63607428964342
2019-12-07 04:55:00,55.248538316802446
2019-12-07 04:56:00,57.25188357919979
2019-12-07 04:57:00,56.08366332883731
2019-12-07 04:58:00,54.23777070211719
2019-12-07 04:59:00,58.36468545497409
2019-12-07 05:00:00,56.90301543944958
2019-12-07 05:01:00,57.894730060455096
2019-12-07 05:02:00,63.44678104792396
2019-12-07 05:03:00,56.70174036852819
2019-12-07 05:04:00,53.20674399269798
2019-12-07 05:05:00,51.325792461910034
2019-12-07 05:06:00,52.60571307917802
2019-12-07 05:07:00,47.327712743046085
2019-12-07 05:08:00,48.24750097760845
2019-12-07 05:09:00,44.29434784586564
2019-12-07 05:10:00,46.70386811988607
2019-12-07 05:11:00,44.77304969721515
2019-12-07 05:12:00,44.36757769676375
2019-12-07 05:13:00,45.23612818212096
2019-12-07 05:14:00,44.87691571056267
2019-12-07 05:15:00,39.857317870181824
2019-12-07 05:16:00,39.697105258370655
2019-12-07 05:17:00,41.51212487231784
2019-12-07 05:18:00,37.20088831307219
2019-12-07 05:19:00,38.47346178110945
2019-12-07 05:20:00,37.342010228319204
2019-12-07 05:21:00,34.94396624781372
2019-12-07 05:22:00,31.35084380811954
2019-12-07 05:23:00,33.576769290510015
2019-12-07 05:24:00,35.10998958690669
2019-12-07 05:25:00,31.07031485945624
2019-12-07 05:26:00,29.70998791074856
2019-12-07 05:27:00,31.496989249761363
2019-12-07 05:28:00,31.701385628796032
2019-12-07 05:29:00,30.735846570573514
2019-12-07 05:30:00,29.948709610369054
2019-12-07 05:31:00,29.830221335080104
2019-12-07 05:32:00,29.14150560419715
2019-12-07 05:33:00,32.76349950588603
2019-12-07 05:34:00,29.2881842888054
2019-12-07 05:35:00,29.276833893764863
2019-12-07 05:36:00,33.400530526056116
2019-12-07 05:37:00,38.26497345765792
2019-12-07 05:38:00,40.192667219733124
2019-12-07 05:39:00,31.604271903843237
2019-12-07 05:40:00,37.41295917131595
2019-12-07 05:41:00,37.48634636019828
2019-12-07 05:42:00,39.32748906215462
2019-12-07 05:43:00,40.940785601860235
2019-12-07 05:44:00,39.026405539130685
2019-12-07 05:45:00,40.012126585772705
2019-12-07 05:46:00,41.57007427881679
2019-12-07 05:47:00,43.54391009790388
2019-12-07 05:48:00,39.66939822884721
2019-12-07 05:49:00,43.40436401671798
2019-12-07 05:50:00,43.106861688972
2019-12-07 05:51:00,46.190981784732344
2019-12-07 05:52:00,47.662143365228914
2019-12-07 05:53:00,47.16700750110588
2019-12-07 05:54:00,50.00428414714315
2019-12-07 05:55:00,48.50680540093187
2019-12-07 05:56:00,51.99773286120135
2019-12-07 05:57:00,49.20121724597951
2019-12-07 05:58:00,50.65041258463362
2019-12-07 05:59:00,48.691438292384134
2019-12-07 06:00:00,49.9617544974019
2019-12-07 06:01:00,51.98588329867471
2019-12-07 06:02:00,49.74080688197266
2019-12-07 06:03:00,48.69167251795845
2019-12-07 06:04:00,50.58085618094455
2019-12-07 06:05:00,50.48363181443092
2019-12-07 06:06:00,47.106500138825396
2019-12-07 06:07:00,48.07288787373625
2019-12-07 06:08:00,41.9873706800296
2019-12-07 06:09:00,45.97615337886658
2019-12-07 06:10:00,42.00788402901153
2019-12-07 06:11:00,45.458200226593384
2019-12-07 06:12:00,38.73717428614191
2019-12-07 06:13:00,41.615097347874794
2019-12-07 06:14:00,38.105950254642906
2019-12-07 06:15:00,39.85960724744521
2019-12-07 06:16:00,37.30547220158514
2019-12-07 06:17:00,42.90690259621681
2019-12-07 06:18:00,36.66657462536675
2019-12-07 06:19:00,32.469507690357936
2019-12-07 06:20:00,34.772774062473324
2019-12-07 06:21:00,30.64373139282338
2019-12-07 06:22:00,28.967139008559396
2019-12-07 06:23:00,31.75856501058972
2019-12-07 06:24:00,26.74942478105831
2019-12-07 06:25:00,30.33427356740823
2019-12-07 06:26:00,29.62554533429585
2019-12-07 06:27:00,31.35647831840061
2019-12-07 06:28:00,28.113184027886685
2019-12-07 06:29:00,30.477907801519905
2019-12-07 06:30:00,28.690303090331014
2019-12-07 06:31:00,28.827888713254918
2019-12-07 06:32:00,28.32848632295383
2019-12-07 06:33:00,29.693407908101882
2019-12-07 06:34:00,30.185552849934698
2019-12-07 06:35:00,31.07943758395917
2019-12-07 06:36:00,26.985989488125142
2019-12-07 06:37:00,33.56757215636095
2019-12-07 06:38:00,32.28403087684101
2019-12-07 06:39:00,31.181177145178857
2019-12-07 06:40:00,34.05440541947761
2019-12-07 06:41:00,33.690654421440854
2019-12-07 06:42:00,36.44719499173049
2019-12-07 06:43:00,37.092420396514036
2019-12-07 06:44:00,36.327334133386344
2019-12-07 06:45:00,39.96834415820817
2019-12-07 06:46:00,38.81468100326722
2019-12-07 06:47:00,42.42016381100883
2019-12-07 06:48:00,37.97281702936591
2019-12-07 06:49:00,43.85764453285741
2019-12-07 06:50:00,43.27565109143894
2019-12-07 06:51:00,44.43476406424513
2019-12-07 06:52:00,48.97578886426727
2019-12-07 06:53:00,46.18436629529613
2019-12-07 06:54:00,47.99619512124151
2019-12-07 06:55:00,50.062564393603935
2019-12-07 06:56:00,51.061752852287604
2019-12-07 06:57:00,46.883704442305415
2019-12-07 06:58:00,50.25682950373194
2019-12-07 06:59:00,46.14550280126445
2019-12-07 07:00:00,45.614457233941664
2019-12-07 07:01:00,50.74971883507978
2019-12-07 07:02:00,46.59352609786771
2019-12-07 07:03:00,47.52174747492527
2019-12-07 07:04:00,49.06469182155803
2019-12-07 07:05:00,49.53387980437941
2019-12-07 07:06:00,45.80700619214793
2019-12-07 07:07:00,44.503977303456
2019-12-07 07:08:00,43.45655010027372
2019-12-07 07:09:00,43.382905945322676
2019-12-07 07:10:00,44.61583609183212
2019-12-07 07:11:00,37.62035552012342
2019-12-07 07:12:00,40.04393256577974
2019-12-07 07:13:00,41.098057518883834
2019-12-07 07:14:00,40.02163246933867
2019-12-07 07:15:00,34.03694668540265
2019-12-07 07:16:00,38.51078485262616
2019-12-07 07:17:00,35.53609620805254
2019-12-07 07:18:00,32.54823499155378
2019-12-07 07:19:00,31.34178439288981
2019-12-07 07:20:00,31.307774945407992
2019-12-07 07:21:00,31.16209781694327
2019-12-07 07:22:00,33.07927778977177
2019-12-07 07:23:00,28.23806069445476
2019-12-07 07:24:00,27.161408505386166
2019-12-07 07:25:00,27.111359948122043
2019-12-07 07:26:00,28.345718487412533
2019-12-07 07:27:00,23.831458232890213
2019-12-07 07:28:00,30.540623089385022
2019-12-07 07:29:00,28.061755505961276
2019-12-07 07:30:00,29.30635170428661
2019-12-07 07:31:00,29.116693804568047
2019-12-07 07:32:00,28.27279507318687
2019-12-07 07:33:00,28.291989844393207
2019-12-07 07:34:00,26.325669898229748
2019-12-07 07:35:00,28.87701809527519
2019-12-07 07:36:00,29.86778094540701
2019-12-07 07:37:00,32.04583472630197
2019-12-07 07:38:00,33.16229995729653
2019-12-07 07:39:00,33.956641185270726
2019-12-07 07:40:00,30.497536956358182
2019-12-07 07:41:00,33.24969485916217
2019-12-07 07:42:00,35.10561316568625
2019-12-07 07:43:00,35.531408256429366
2019-12-07 07:44:00,39.03870160086993
2019-12-07 07:45:00,36.98221606382858
2019-12-07 07:46:00,41.198476044192546
2019-12-07 07:47:00,39.04814948978538
2019-12-07 07:48:00,39.64452088795738
2019-12-07 07:49:00,38.681820770440645
2019-12-07 07:50:00,44.04431754562721
2019-12-07 07:51:00,45.942871613047515
2019-12-07 07:52:00,45.65111836293405
2019-12-07 07:53:00,44.38262081905697
2019-12-07 07:54:00,46.79833238217963
2019-12-07 07:55:00,44.59108859380194
2019-12-07 07:56:00,48.43930368143659
2019-12-07 07:57:00,43.3155316519308
2019-12-07 07:58:00,46.26350887174495
2019-12-07 07:59:00,43.90401487317984
2019-12-07 08:00:00,46.09665545869796
2019-12-07 08:01:00,44.7249152026885
2019-12-07 08:02:00,46.728246495445624
2019-12-07 08:03:00,47.30209152091152
2019-12-07 08:04:00,45.9728841639391
2019-12-07 08:05:00,46.05179365465591
2019-12-07 08:06:00,44.44350196094715
2019-12-07 08:07:00,45.95828267209249
2019-12-07 08:08:00,45.43749639595043
2019-12-07 08:09:00,39.68275568753178
2019-12-07 08:10:00,43.57026776573144
2019-12-07 08:11:00,42.34532625246373
2019-12-07 08:12:00,41.675224670298086
2019-12-07 08:13:00,39.17176206993773
2019-12-07 08:14:00,34.93709837074474
2019-12-07 08:15:00,38.17906076958318
2019-12-07 08:16:00,34.91224720126337
2019-12-07 08:17:00,35.02063265067866
2019-12-07 08:18:00,28.872855669431328
2019-12-07 08:19:00,33.98187664197174
2019-12-07 08:20:00,27.31876903749128
2019-12-07 08:21:00,29.079106653362693
2019-12-07 08:22:00,26.327405112591215
2019-12-07 08:23:00,21.814929607948308
2019-12-07 08:24:00,25.048476072250295
2019-12-07 08:25:00,18.23977140713384
2019-12-07 08:26:00,28.699212680312613
2019-12-07 08:27:00,26.151147786864847
2019-12-07 08:28:00,21.661639127389726
2019-12-07 08:29:00,18.24346366491654
2019-12-07 08:30:00,14.279724411522029
2019-12-07 08:31:00,15.42507788074927
2019-12-07 08:32:00,14.719247486834558
2019-12-07 08:33:00,16.392162669046193
2019-12-07 08:34:00,17.13757136150375
2019-12-07 08:35:00,14.709652090313675
2019-12-07 08:36:00,16.34925789420594
2019-12-07 08:37:00,16.834202949990658
2019-12-07 08:38:00,18.17843809493366
2019-12-07 08:39:00,19.935392114263678
2019-12-07 08:40:00,39.63363043372679
2019-12-07 08:41:00,44.633066632116986
2019-12-07 08:42:00,48.910348331352964
2019-12-07 08:43:00,45.642202063615244
2019-12-07 08:44:00,45.60149975314299
2019-12-07 08:45:00,47.16953755706821
2019-12-07 08:46:00,50.97906409598339
2019-12-07 08:47:00,47.00332549518102
2019-12-07 08:48:00,52.03193903924289
2019-12-07 08:49:00,46.11342256937724
2019-12-07 08:50:00,50.48050299649239
2019-12-07 08:51:00,48.09410201503624
2019-12-07 08:52:00,51.7311803983853
2019-12-07 08:53:00,48.78260932856649
2019-12-07 08:54:00,50.83412028521569
2019-12-07 08:55:00,55.80183662264256
2019-12-07 08:56:00,48.99459642475573
2019-12-07 08:57:00,53.88501375834245
2019-12-07 08:58:00,47.556978352598954
2019-12-07 08:59:00,46.82846482200112
2019-12-07 09:00:00,47.37784272431589
2019-12-07 09:01:00,46.0825491484054
2019-12-07 09:02:00,45.0045466310863
2019-12-07 09:03:00,45.01363875839037
2019-12-07 09:04:00,43.964679352561234
2019-12-07 09:05:00,44.90435365041654
2019-12-07 09:06:00,45.463548661755084
2019-12-07 09:07:00,44.97641769697292
2019-12-07 09:08:00,42.2852004138462
2019-12-07 09:09:00,43.08961230803956
2019-12-07 09:10:00,41.925519391589596
2019-12-07 09:11:00,40.38631638449822
2019-12-07 09:12:00,37.578273613024216
2019-12-07 09:13:00,32.062591341310814
2019-12-07 09:14:00,35.515861835521555
2019-12-07 09:15:00,34.01519555193513
2019-12-07 09:16:00,30.24717211694363
2019-12-07 09:17:00,33.99871896603711
2019-12-07 09:18:00,31.442400435036117
2019-12-07 09:19:00,27.76964289782976
2019-12-07 09:20:00,31.298785012310276
2019-12-07 09:21:00,30.349256627466975
2019-12-07 09:22:00,30.353905027381497
2019-12-07 09:23:00,24.76913653299286
2019-12-07 09:24:00,27.79315886167578
2019-12-07 09:25:00,24.31427889658205
2019-12-07 09:26:00,20.233395573602277
2019-12-07 09:27:00,23.94298872777467
2019-12-07 09:28:00,24.357822018579697
2019-12-07 09:29:00,29.364551821669004
2019-12-07 09:30:00,25.65740491214567
2019-12-07 09:31:00,27.8960028417521
2019-12-07 09:32:00,24.12542551491235
2019-12-07 09:33:00,27.78961563692731
2019-12-07 09:34:00,23.74634343268574
2019-12-07 09:35:00,28.929467785263114
2019-12-07 09:36:00,24.63019847002972
2019-12-07 09:37:00,30.710545123065682
2019-12-07 09:38:00,28.572284665832225
2019-12-07 09:39:00,28.160101752525364
2019-12-07 09:40:00,28.42105591860527
2019-12-07 09:41:00,33.142432027436925
2019-12-07 09:42:00,30.561041544663958
2019-12-07 09:43:00,34.00859557618606
2019-12-07 09:44:00,33.40108192110145
2019-12-07 09:45:00,35.847950238777464
2019-12-07 09:46:00,36.583344746846535
2019-12-07 09:47:00,36.32046883021449
2019-12-07 09:48:00,36.5753017199757
2019-12-07 09:49:00,36.909136270280044
2019-12-07 09:50:00,41.32698582692629
2019-12-07 09:51:00,41.530397305374464
2019-12-07 09:52:00,45.67261632062122
2019-12-07 09:53:00,43.17933515697727
2019-12-07 09:54:00,39.75294563196803
2019-12-07 09:55:00,46.89520810578871
2019-12-07 09:56:00,41.73310927785015
2019-12-07 09:57:00,46.4928043074054
2019-12-07 09:58:00,44.061944392504785
2019-12-07 09:59:00,46.573962930487426
2019-12-07 10:00:00,44.63595833035124
2019-12-07 10:01:00,42.993238564539915
2019-12-07 10:02:00,43.12615577785564
2019-12-07 10:03:00,42.14479213245861
2019-12-07 10:04:00,42.54495749829099
2019-12-07 10:05:00,47.430972274573456
2019-12-07 10:06:00,43.18878925367918
2019-12-07 10:07:00,42.40362772766012
2019-12-07 10:08:00,43.79150980895781
2019-12-07 10:09:00,38.443050930576945
2019-12-07 10:10:00,38.08532437950321
2019-12-07 10:11:00,37.304015773909576
2019-12-07 10:12:00,36.02895712335261
2019-12-07 10:13:00,40.036129033053626
2019-12-07 10:14:00,34.64102561446854
2019-12-07 10:15:00,32.00349267676148
2019-12-07 10:16:00,32.86642710720597
2019-12-07 10:17:00,31.096388124981033
2019-12-07 10:18:00,29.233071336795177
2019-12-07 10:19:00,31.596380492110885
2019-12-07 10:20:00,25.677586102075704
2019-12-07 10:21:00,29.29452911396755
2019-12-07 10:22:00,31.07750731900631
2019-12-07 10:23:00,31.89414613446792
2019-12-07 10:24:00,29.829083408633153
2019-12-07 10:25:00,25.377967687884475
2019-12-07 10:26:00,24.765520810057115
2019-12-07 10:27:00,26.270403334936752
2019-12-07 10:28:00,26.019587084580852
2019-12-07 10:29:00,22.17315861032341
2019-12-07 10:30:00,19.541482133822804
2019-12-07 10:31:00,23.074539372715652
2019-12-07 10:32:00,27.25641527157462
2019-12-07 10:33:00,24.814867132569574
2019-12-07 10:34:00,22.210934569357278
2019-12-07 10:35:00,24.140003394574606
2019-12-07 10:36:00,27.480594873931352
2019-12-07 10:37:00,27.945826929296807
2019-12-07 10:38:00,27.205096382458073
2019-12-07 10:39:00,28.919585511027023
2019-12-07 10:40:00,28.772032935814178
2019-12-07 10:41:00,30.115375384928996
2019-12-07 10:42:00,28.501908144283878
2019-12-07 10:43:00,29.787900332610345
2019-12-07 10:44:00,32.044861821468736
2019-12-07 10:45:00,33.30429844644714
2019-12-07 10:46:00,33.40551545524143
2019-12-07 10:47:00,37.67424139277911
2019-12-07 10:48:00,38.66167822388675
2019-12-07 10:49:00,40.930981210366866
2019-12-07 10:50:00,39.27965265392294
2019-12-07 10:51:00,38.84655763111236
2019-12-07 10:52:00,39.10604789481953
2019-12-07 10:53:00,37.36276007550779
2019-12-07 10:54:00,42.71051353499373
2019-12-07 10:55:00,40.46988461196241
2019-12-07 10:56:00,44.944060396464124
2019-12-07 10:57:00,45.036687030311796
2019-12-07 10:58:00,45.180052252630254
2019-12-07 10:59:00,46.26236238184045
2019-12-07 11:00:00,43.78185207486475
2019-12-07 11:01:00,43.88366776569488
2019-12-07 11:02:00,42.314968015052344
2019-12-07 11:03:00,41.527442124748184
2019-12-07 11:04:00,42.034869370876926
2019-12-07 11:05:00,43.349095692469064
